STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,EDU,Education,PC_GDP,% of GDP,A,Annual,2019,,5.12880735,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GOVRESEARCHER,Government researchers,WOMEN,Women,HEADCOUNT,Headcount,A,Annual,2019,,8730,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,ENVPROT,Environmental protection,PC_GDP,% of GDP,A,Annual,2019,,0.889759257,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GOVRESEARCHER,Government researchers,TOT,Total,HEADCOUNT,Headcount,A,Annual,2019,,32135,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,RESEARCHER,Researchers,TOT,Total,HEADCOUNT,Headcount,A,Annual,2019,,538136,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,100HAB,Per 100 inhabitants,A,Annual,2019,,5.328,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,100HAB,Per 100 inhabitants,A,Annual,2019,,1.149,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,SOCPROT,Social protection,PC_GDP,% of GDP,A,Annual,2019,,16.09196309,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGWEALTH,General government financial wealth,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,38.12532,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,RESEARCHER,Researchers,TOT,Total,HEADCOUNT,Headcount,A,Annual,2017,,187970.7579,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,100HAB,Per 100 inhabitants,A,Annual,2017,,7.502,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGREV,General government revenue,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,35.09204029,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),GGNLEND,General government deficit,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,-1.431938352,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MNG,Mongolia,TAXENV,Environmental tax,RES,Resources,PC_TOT_TAX,% of taxation,A,Annual,2017,,0.96,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MNG,Mongolia,TAXENV,Environmental tax,ENRG,Energy,PC_TOT_TAX,% of taxation,A,Annual,2017,,2.89,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HKG,"Hong Kong, China",PATENT_ENV,Patents on environment technologies,TOT,Total,PC,Percentage,A,Annual,2017,,11.57,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,PATENT_ENV,Patents on environment technologies,TOT,Total,PC,Percentage,A,Annual,2017,,15.17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,ECOAFF,Economic affairs,PC_GDP,% of GDP,A,Annual,2017,,3.561645569,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,PUBORD,Public order and safety,PC_GDP,% of GDP,A,Annual,2017,,1.195737272,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,HOUCOMM,Housing and community amenities,PC_GDP,% of GDP,A,Annual,2017,,0.989525402,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GOVRESEARCHER,Government researchers,TOT,Total,PC_NATIONAL,% of national total,A,Annual,2017,,4.526151426,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,FIBRE,Fibre/LAN,100HAB,Per 100 inhabitants,A,Annual,2017,,23.949,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,NBR,Number,A,Annual,2017,,934547,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,NBR,Number,A,Annual,2017,,6887175,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXPDEST,General government spending by destination,SOCIETY,Collective,PC_GDP,% of GDP,A,Annual,2017,,7.487781902,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2017,,40.865,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,TRANSPORT,Transport,PC_TOT_TAX,% of taxation,A,Annual,2017,,1.52,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MNG,Mongolia,TAXENV,Environmental tax,ENRG,Energy,PC_GDP,% of GDP,A,Annual,2017,,0.62,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),TAXENV,Environmental tax,TRANSPORT,Transport,PC_TOT_TAX,% of taxation,A,Annual,2017,,2.84,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,HOUCOMM,Housing and community amenities,PC_GDP,% of GDP,A,Annual,2017,,0.63680563,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GOVRESEARCHER,Government researchers,WOMEN,Women,PC_NATIONAL,% of national total,A,Annual,2017,,26.07204117,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,SOCPROT,Social protection,PC_GDP,% of GDP,A,Annual,2017,,6.73833531,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GOVRESEARCHER,Government researchers,TOT,Total,PC_NATIONAL,% of national total,A,Annual,2017,,7.096061715,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GOVRESEARCHER,Government researchers,TOT,Total,HEADCOUNT,Headcount,A,Annual,2017,,34598,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,RESEARCHER,Researchers,WOMEN,Women,HEADCOUNT,Headcount,A,Annual,2017,,42393.19684,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,RESEARCHER,Researchers,WOMEN,Women,PC_RESEARCHER,% of total researchers,A,Annual,2017,,22.55308076,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,RESEARCHER,Researchers,WOMEN,Women,PC_RESEARCHER,% of total researchers,A,Annual,2017,,16.17511174,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2017,,31.16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,49.43649,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,TRANSPORT,Transport,PC_GDP,% of GDP,A,Annual,2017,,0.47,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MNG,Mongolia,TAXENV,Environmental tax,POL,Pollution,PC_GDP,% of GDP,A,Annual,2017,,0.06,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),TAXENV,Environmental tax,RES,Resources,PC_TOT_TAX,% of taxation,A,Annual,2017,,0.94,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),TAXENV,Environmental tax,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,0.67,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,ENRG,Energy,PC_GDP,% of GDP,A,Annual,2017,,0.85,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2017,,4.28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),PATENT_ENV,Patents on environment technologies,TOT,Total,PC,Percentage,A,Annual,2017,,9.73,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,PATENT_ENV,Patents on environment technologies,TOT,Total,PC,Percentage,A,Annual,2017,,12.37,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXPDEST,General government spending by destination,INDIVIDUAL,Individual,PC_GDP,% of GDP,A,Annual,2017,,8.374611905,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGREV,General government revenue,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2017,,13496.49,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGREV,General government revenue,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2017,,14574.15,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,RESEARCHER,Researchers,TOT,Total,1000EMPLOYED,Per 1 000 employed,A,Annual,2017,,10.11928418,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,PUBORD,Public order and safety,PC_GDP,% of GDP,A,Annual,2016,,1.212175281,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,DEF,Defence,PC_GDP,% of GDP,A,Annual,2016,,2.336906981,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGWEALTH,General government financial wealth,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,-120.624,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,RECULTREL,"Recreation, culture and religion",PC_GDP,% of GDP,A,Annual,2016,,0.373462933,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),GOVRESEARCHER,Government researchers,TOT,Total,PC_NATIONAL,% of national total,A,Annual,2016,,19.86236891,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,FIBRE,Fibre/LAN,NBR,Number,A,Annual,2016,,29135506,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXPDEST,General government spending by destination,SOCIETY,Collective,PC_GDP,% of GDP,A,Annual,2016,,6.923145239,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,WIRELESSWIRED,Mobile broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2016,,108.777,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2016,,11989.72,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2016,,15746.09,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGNLEND,General government deficit,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,2.209188343,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,POL,Pollution,PC_GDP,% of GDP,A,Annual,2016,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MNG,Mongolia,TAXENV,Environmental tax,RES,Resources,PC_GDP,% of GDP,A,Annual,2016,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),TAXENV,Environmental tax,RES,Resources,PC_GDP,% of GDP,A,Annual,2016,,0.13,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),TAXENV,Environmental tax,TRANSPORT,Transport,PC_GDP,% of GDP,A,Annual,2016,,0.46,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,RENEWABLE,Renewable energy,TOT,Total,PC_PRYENRGSUPPLY,% of primary energy supply,A,Annual,2016,,1.49,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,RENEWABLE,Renewable energy,TOT,Total,PC_PRYENRGSUPPLY,% of primary energy supply,A,Annual,2016,,5.03,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,RESEARCHER,Researchers,TOT,Total,HEADCOUNT,Headcount,A,Annual,2016,,184898.0608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,100HAB,Per 100 inhabitants,A,Annual,2016,,7.809,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGREV,General government revenue,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,35.14315589,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,GOVRESEARCHER,Government researchers,WOMEN,Women,PC_NATIONAL,% of national total,A,Annual,2015,,27.43340164,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,GOVRESEARCHER,Government researchers,WOMEN,Women,HEADCOUNT,Headcount,A,Annual,2015,,5355,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,EDU,Education,PC_GDP,% of GDP,A,Annual,2015,,3.439681967,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,RECULTREL,"Recreation, culture and religion",PC_GDP,% of GDP,A,Annual,2015,,0.778880646,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,FIBRE,Fibre/LAN,100HAB,Per 100 inhabitants,A,Annual,2015,,27.834,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,TOT,Total,NBR,Number,A,Annual,2015,,37695851,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,100HAB,Per 100 inhabitants,A,Annual,2015,,2.611,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,39.04343661,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,RESEARCHER,Researchers,TOT,Total,1000EMPLOYED,Per 1 000 employed,A,Annual,2015,,12.93413869,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),RESEARCHER,Researchers,TOT,Total,1000EMPLOYED,Per 1 000 employed,A,Annual,2015,,2.121367531,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,RESEARCHER,Researchers,TOT,Total,1000EMPLOYED,Per 1 000 employed,A,Annual,2015,,13.61629192,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MNG,Mongolia,TAXENV,Environmental tax,TRANSPORT,Transport,PC_TOT_TAX,% of taxation,A,Annual,2015,,1.64,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,1.35,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXENV,Environmental tax,ENRG,Energy,PC_TOT_TAX,% of taxation,A,Annual,2015,,4.12,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,PUBORD,Public order and safety,PC_GDP,% of GDP,A,Annual,2015,,1.162138898,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,DEF,Defence,PC_GDP,% of GDP,A,Annual,2015,,2.400712319,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGWEALTH,General government financial wealth,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,-123.5098,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,RECULTREL,"Recreation, culture and religion",PC_GDP,% of GDP,A,Annual,2015,,0.368472302,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),GOVRESEARCHER,Government researchers,TOT,Total,PC_NATIONAL,% of national total,A,Annual,2015,,18.88085053,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,FIBRE,Fibre/LAN,NBR,Number,A,Annual,2015,,27665951,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXPDEST,General government spending by destination,SOCIETY,Collective,PC_GDP,% of GDP,A,Annual,2015,,6.89826253,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,WIRELESSWIRED,Mobile broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2015,,106.953,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2015,,11521.64,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2015,,15888.29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,RES,Resources,PC_TOT_TAX,% of taxation,A,Annual,2015,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,RES,Resources,PC_GDP,% of GDP,A,Annual,2018,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,RES,Resources,PC_GDP,% of GDP,A,Annual,2021,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,RES,Resources,PC_GDP,% of GDP,A,Annual,2019,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,RES,Resources,PC_TOT_TAX,% of taxation,A,Annual,2017,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2022,,35.68,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,57.54786,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGWEALTH,General government financial wealth,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,-118.7212,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,FIBRE,Fibre/LAN,NBR,Number,A,Annual,2022,,37791111,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,WIRELESSWIRED,Mobile broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2022,,120.149,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,100HAB,Per 100 inhabitants,A,Annual,2022,,4.657,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,ECOAFF,Economic affairs,PC_GDP,% of GDP,A,Annual,2021,,5.630790967,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,PUBORD,Public order and safety,PC_GDP,% of GDP,A,Annual,2021,,1.233683177,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,HOUCOMM,Housing and community amenities,PC_GDP,% of GDP,A,Annual,2021,,1.219080775,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GOVRESEARCHER,Government researchers,TOT,Total,PC_NATIONAL,% of national total,A,Annual,2021,,4.320214847,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,NBR,Number,A,Annual,2021,,444685,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FIXWIRED,Fixed broadband subscriptions,TOT,Total,NBR,Number,A,Annual,2021,,22944268,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,NBR,Number,A,Annual,2021,,6459764,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXPDEST,General government spending by destination,SOCIETY,Collective,PC_GDP,% of GDP,A,Annual,2021,,8.248599829,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,255.9666,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,37.74680637,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGREV,General government revenue,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2021,,16352.06,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,RESEARCHER,Researchers,TOT,Total,1000EMPLOYED,Per 1 000 employed,A,Annual,2021,,10.3288812,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXENV,Environmental tax,POL,Pollution,PC_TOT_TAX,% of taxation,A,Annual,2021,,0.03,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,GOVRESEARCHER,Government researchers,WOMEN,Women,PC_NATIONAL,% of national total,A,Annual,2021,,29.38976558,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TWN,Chinese Taipei,GOVRESEARCHER,Government researchers,WOMEN,Women,HEADCOUNT,Headcount,A,Annual,2021,,6444,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GGEXP,General government spending,EDU,Education,PC_GDP,% of GDP,A,Annual,2021,,3.459103756,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GGEXP,General government spending,RECULTREL,"Recreation, culture and religion",PC_GDP,% of GDP,A,Annual,2021,,1.066023267,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,TOT,Total,NBR,Number,A,Annual,2021,,43637455,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,100HAB,Per 100 inhabitants,A,Annual,2021,,0.595,,A,,,,,,,
